text-input,output
"Your IP address is collected, which can be used to view your approximate location",0
"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",50
This service tracks which web page referred you to it,50
Many different types of personal data are collected,70
Specific content can be deleted without reason and may be removed without prior notice,50
"You agree not to submit libelous, harassing or threatening content",20
Logs are kept for an undefined period of time,100
Your personal data is used for advertising,30
You agree not to use the service for illegal purposes,10
You are responsible for maintaining the security of your account and for the activities on your account,10
Third-party cookies are used for advertising,70
 You are being tracked via social media cookies/pixels,50
Third-party cookies are used for statistics,10
The service has non-exclusive use of your content,10
This service gives your personal data to third parties involved in its operation,35
Your Personal data may be sold unless you opt out,60
Information is provided about how your personal data is used,30
Information is provided about what kind of information they collect,30
You can opt out of promotional communications,10
"You can request access, correction and/or deletion of your data",50
Your personal data is aggregated into statistics,10
You can opt out of targeted advertising,25
"You should revisit the terms periodically, although in case of material changes, the service will notify",50
This service can use your content for all their existing and future services,50
Your content can be distributed through any media known now or in the future,50
The service claims to be GDPR compliant for European users,20
This service is only available to users over a certain age,15
"You cannot delete your contributions, but it makes sense for this service",20
The terms for this service are easy to read,15
"You should revisit the terms periodically, although in case of material changes, the service will notify",50
"Optionally, user-generated content can be encrypted, and this service cannot decrypt it",50
You are prohibited from attempting to gain unauthorized access to other computer systems,20
This service does not guarantee that it or the products obtained through it meet your expectations or requirements,0
You maintain ownership of your content,50
Archives of their agreements are provided so that changes can be viewed over time,50
The service is provided 'as is' and to be used at your sole risk,20
Your account can be deleted without prior notice and without a reason,60
"Instead of asking directly, this Service will assume your consent merely from your usage.",50
The service will only respond to government requests that are reasonable,30
A complaint mechanism is provided for the handling of personal data,30
Third parties are involved in operating the service,0
Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,10
This service assumes no liability for any losses or damages resulting from any matter relating to the service,50
Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,50
The service does not guarantee that software errors will be corrected,50
Information is provided about how your personal data is used,30
"Your IP address is collected, which can be used to view your approximate location",0
Information is provided about what kind of information they collect,30
Logs are deleted after a finite period of time,80
You can retrieve an archive of your data,40
The service claims to be GDPR compliant for European users,20
"You can request access, correction and/or deletion of your data",50
Information is provided about security practices,15
You must report to the service any unauthorized use of your account or any breach of security,10
The court of law governing the terms is in England and Wales,0
You are responsible for maintaining the security of your account and for the activities on your account,10
Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,10
 Pseudonyms are allowed,20
"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",30
Your feedback is invited regarding changes to the terms.,30
This service gives your personal data to third parties involved in its operation,35
You agree to indemnify and hold the service harmless in case of a claim related to your use of the service,40
You can delete your content from this service,50
The service informs you that its privacy policy does not apply to third party websites,10
Third parties are involved in operating the service,0
Your personal data is not sold,25
"Instead of asking directly, this Service will assume your consent merely from your usage.",50
Archives of their T&C and PN documents are provided so that changes can be viewed over time,50
Instructions are provided on how to submit a copyright claim,10
There is a date of the last update of the T&C and CN documents,50
The terms for this service are easy to read,15
Your feedback is invited regarding changes to the terms.,30
Logs are deleted after 180 days,80
"The Terms and Conditions may be changed any time at their discretion, without notice to you ",70
Your information is only shared with third parties when given specific consent,80
You can retrieve an archive of your data,40
"Your IP address is collected, which can be used to view your approximate location",0
"You should revisit the Privacy Notice periodically, although in case of material changes, the service will notify",50
Your personal data may be transferred as part of a bankruptcy proceeding or other type of financial transaction,50
You can limit how your information is used by third-parties and the service,50
Some personal data may be kept for business interests or legal obligations,70
"If you are the target of a copyright holder's take down notice, this service gives you the opportunity to defend yourself",20
"You can request access, correction and/or deletion of your data",50
"There is a date of the last update of the PN, SDP and CoC documents",50
The service will only respond to government requests that are reasonable,30
Your use can be throttled,30
User suspension from the service will be fair and proportionate.,20
You maintain ownership of your content,50
Specific content can be deleted without reason and may be removed without prior notice,50
Private messages can be read,70
The publishing of personally identifiable information without the owner’s consent is not allowed,0
The service does not guarantee accuracy or reliability of the information provided,10
You agree not to use the service for illegal purposes,10
You agree to indemnify and hold the service harmless in case of a claim related to your use of the service,40
"Other applicable rules, terms, conditions or guidelines",0
"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages",25
This service informs you that its Terms of Service does not apply to third party websites,10
"You agree not to submit libelous, harassing or threatening content",20
The service is provided 'as is' and to be used at your sole risk,20
This service does not guarantee that it meets your expectations or requirements,0
"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",30
This service does not condone any ideas contained in its user-generated contents,35
The court of law governing the terms is in Canada,0
Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,10
The service does not guarantee that software errors will be corrected,50
This service assumes no liability for any losses or damages resulting from any matter relating to the service,50
Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,10
Your account can be suspended for several reasons,15
You are prohibited from attempting to gain unauthorized access to other computer systems,20
The service is not responsible for linked or (clearly) quoted content from third-party content providers,50
Your account can be deleted without prior notice and without a reason,60
No guarantee is given regarding quality,20
The service claims to be GDPR compliant for European users,20
There is a date of the last update of the agreements,50
Your personal data is not sold,25
Logs are deleted after a finite period of time,80
Only necessary logs are kept by the service to ensure quality,50
"When the service wants to change its terms, you are notified a week or more in advance.",15
"You can request access, correction and/or deletion of your data",50
Third parties are involved in operating the service,0
The service informs you that its privacy policy does not apply to third party websites,10
IP addresses of website visitors are not tracked,50
You are not being tracked,100
Your personal data may be used for marketing purposes,50
Third-party cookies are used for advertising,70
Your personal data is used to employ targeted third-party advertising,40
 You are being tracked via social media cookies/pixels,50
Information is provided about what kind of information they collect,30
The terms for this service are easy to read,15
Information is provided about how your personal data is used,30
"Your IP address is collected, which can be used to view your approximate location",0
Blocking first party cookies may limit your ability to use the service,50
Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,0
This service gives your personal data to third parties involved in its operation,35
Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,50
"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",50
Information is provided about how they collect personal data,50
First-party cookies are used,10
You can opt out of promotional communications,10
Some personal data may be kept for business interests or legal obligations,70
Web beacons are used in service-to-user communication,5
Third-party cookies are used for statistics,10
"You can request access, correction and/or deletion of your data",50
The service claims to be CCPA compliant for California users,20
The service claims to be GDPR compliant for European users,20
You can opt out of targeted advertising,25
A free help desk is provided,10
The service is provided 'as is' and to be used at your sole risk,20
"When the service wants to make a material change to its terms, you are notified at least 30 days in advance",40
Your personal information is used for many different purposes,40
Your Personal data may be sold unless you opt out,60
"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages",25
You cannot delete your account of this service,70
You maintain ownership of your content,50
"You agree not to submit libelous, harassing or threatening content",20
You agree not to use the service for illegal purposes,10
You are prohibited from posting content which promotes violence or politically or religiously extremist values.,20
This service assumes no responsibility and liability for the contents of links to other websites,50
"If you offer suggestions to the service, they become the owner of the ideas that you give them",50
Your account can be deleted without prior notice and without a reason,60
Content you post may be edited by the service for any reason,70
Your content can be deleted if you violate the terms,50
The terms for this service are translated into different languages,0
Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,10
You agree to comply with the law of the service's country,0
The court of law governing the terms is in Romania,0
 The service is only available in some countries approved by the United States government,20
Any liability on behalf of the service is only limited to the fees you paid as a user,10
The terms for this service are easy to read,15
The service claims to be GDPR compliant for European users,20
Third parties used by the service are bound by confidentiality obligations,20
This service gives your personal data to third parties involved in its operation,35
 You are being tracked via social media cookies/pixels,50
First-party cookies are used,10
"Your IP address is collected, which can be used to view your approximate location",0
You can opt out of promotional communications,10
Many third parties are involved in operating the service,50
Your personal data is used for advertising,30
Your personal data may be used for marketing purposes,50
Third-party cookies are used for statistics,10
Your Personal data may be sold unless you opt out,60
Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,0
This service receives your precise location through GPS coordinates,45
"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",50
Information is gathered about you through third parties,50
Logs are kept for an undefined period of time,100
Many different types of personal data are collected,70
A free help desk is provided,10
The service claims to be CCPA compliant for California users,20
"You can request access, correction and/or deletion of your data",50
Information is provided about how your personal data is used,30
Your data may be processed and stored anywhere in the world,25
" Terms may be changed any time at their discretion, without notice to you ",70
There is a date of the last update of the agreements,50
Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,10
This service assumes no responsibility and liability for the contents of links to other websites,50
Information is provided about how they collect personal data,50
This service is only available to users that are at least 18 years old,15
Your personal information is used for many different purposes,40
Third-party cookies are used for advertising,70
The service informs you that its privacy policy does not apply to third party websites,10
You can opt out of providing personal information to third parties,50
Information is provided about what kind of information they collect,30
"This service may collect, use, and share location data",75
Third-party software used and/or distributed by the service is provided 'as is' and to be used at your sole risk,20
Blocking first party cookies may limit your ability to use the service,50
"This service prohibits users sending chain letters, junk mail, spam or any unsolicited messages",25
This service is only available to users of a certain age,15
The service does not guarantee that software errors will be corrected,50
The service can delete specific content without prior notice and without a reason,50
only for your individual use,10
The service can suspend your account for several reasons,15
"Other applicable rules, terms, conditions or guidelines",0
The service collects many different types of personal data,70
This service assumes no responsibility and liability for the contents of links to other websites,50
"This service may collect, use, and share location data",75
The service is provided 'as is' and to be used at the users' sole risk,20
"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",60
The service does not guarantee that software errors will be corrected,50
Users agree not to use the service for illegal purposes,10
Prohibits the posting of pornographic content,15
"Users agree not to submit libelous, harassing or threatening content",20
You have the right to leave this service at any time,15
Any liability on behalf of the service is only limited to the fees you paid as a user,10
Users agree not to use the service for illegal purposes,10
"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",30
"Users are responsible for any risks, damages, or losses they may incur by downloading materials",50
The service does not guarantee accuracy or reliability of the information provided,10
This service gathers information about you through third parties,50
"If you offer suggestions to the service, they become the owner of the ideas that you give them",50
They may stop providing the service at any time,40
Users agree to comply with the law of the service's country,0
You maintain ownership of your data,50
This service assumes no responsibility and liability for the contents of links to other websites,50
Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,10
This service uses your personal information for many different purposes,40
Many third parties are involved in operating the service,50
"Users should revisit the terms periodically, although in case of material changes, the service will notify",50
"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",50
The service can delete your account without prior notice and without a reason,60
This service may use your personal information for marketing purposes,50
The terms for this service are translated into different languages,0
You can request access and deletion of personal data,50
Tracking via third-party cookies for other purposes without your consent.,70
"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",50
"This service does not collect, use, or share location data",25
There is a date of the last update of the terms,50
The service is provided 'as is' and to be used at the users' sole risk,20
Third parties may be involved in operating the service,0
Tracking pixels are used in service-to-user communication,5
This service does not guarantee that it or the products obtained through it meet the users' expectations or requirements,0
This service requires first-party cookies,10
"This service collects your IP address, which can be used to view your approximate location",0
This service tracks which web page referred you to it,50
You have the right to leave this service at any time,15
Users can access most of the pages on the service's website without revealing any personal information,60
Your personal data is aggregated into statistics,10
You must create an account to use this service,25
The service provides two factor authentication for your account,25
The service provides details about what kinds of personal information they collect,30
The service provides information about how they intend to use your personal data,30
This service prohibits users from attempting to gain unauthorized access to other computer systems,20
The service uses social media cookies/pixels,50
Blocking first party cookies may limit your ability to use the service,50
This service allows you to retrieve an archive of your data (but not in human-readable form),40
Third parties used by the service are bound by confidentiality obligations,20
This service gives your personal data to third parties involved in its operation,35
The service informs users that its privacy policy does not apply to third party websites,10
The service is not responsible for linked or (clearly) quoted content from third-party content providers,50
You can limit how your information is used by third-parties and the service,50
The service uses your personal data to employ targeted third-party advertising,40
This service uses third-party cookies for statistics,10
User logs are deleted after a finite period of time,80
The service may collect extra data about you through promotions,50
This service employs separate policies for different parts of the service,0
A complaint mechanism is provided for the handling of personal data,30
This service reserves the right to disclose your personal information without notifying you,50
Your private content may be accessed by people working for the service,30
Your data may be processed and stored anywhere in the world,25
"The service may keep a secure, anonymized record of users' data for analytical purposes",40
You can opt out of promotional communications,10
This service does not sell your personal data,25
You have the right to leave this service at any time,15
This service may keep personal data after a request for erasure for business interests or legal obligations,70
The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,50
The service will only respond to government requests that are reasonable,30
Tracking pixels are used in service-to-user communication,5
Your personal data is given to third parties,35
You can opt out of promotional communications,10
"This service collects your IP address, which can be used to view your approximate location",0
The service may collect extra data about you through promotions,50
The service has non-exclusive use of your content,10
User accounts can be terminated after having been in breach of the terms of service repeatedly,50
The service provides information about how they intend to use your personal data,30
"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",50
Third parties may be involved in operating the service,0
This service allows you to retrieve an archive of your data,40
Your personal data is aggregated into statistics,10
This service may use your personal information for marketing purposes,50
There is a date of the last update of the agreements,50
"If you are the target of a copyright claim, your content may be removed",15
"If you are the target of a copyright holder's take down notice, this service gives you the opportunity to defend yourself",20
You must create an account to use this service,25
Your account can be deleted without prior notice and without a reason,60
Your data may be processed and stored anywhere in the world,25
This service respects your browser's Do Not Track (DNT) headers,30
This service uses third-party cookies for statistics,10
This service gathers information about you through third parties,50
This service tracks which web page referred you to it,50
The service promises to inform and/or notify users regarding government inquiries that may involve users' personal data,50
Blocking first party cookies may limit your ability to use the service,50
The service may sell your data unless you opt out,60
The service can delete specific content without reason and may do it without prior notice,50
The service has a no refund policy,50
The service is provided 'as is' and to be used at the users' sole risk,20
This service assumes no liability for any losses or damages resulting from any matter relating to the service,50
This service assumes no responsibility and liability for the contents of links to other websites,50
Your data may be processed and stored anywhere in the world,25
The service provides a free help desk,10
This service ignores the Do Not Track (DNT) header and tracks users anyway even if they set this header.,0
"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",60
This service allows you to retrieve an archive of your data,40
"If you are the target of a copyright holder's take down notice, this service gives you the opportunity to defend yourself",20
You maintain ownership of your content,50
"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",30
This service tracks you on other websites,60
"You may have the right to request access, correction and/or deletion of your data",50
Blocking first party cookies may limit your ability to use the service,50
The cookies used by this service do not contain information that would personally identify you,50
Many third parties are involved in operating the service,50
This service prohibits users from attempting to gain unauthorized access to other computer systems,20
" Terms may be changed any time at their discretion, without notice to the user ",70
Prohibits the publishing of personally identifiable information without the owner’s consent,0
The service collects many different types of personal data,70
Prohibits the posting of pornographic content,15
This service gathers information about you through third parties,50
The service uses your personal data to employ targeted third-party advertising,40
This service is only available to users over a certain age,15
This service assumes no liability for unauthorized access to your personal information,30
This service does not condone any ideas contained in its user-generated contents,35
"Users are responsible for any risks, damages, or losses they may incur by downloading materials",50
Users agree not to use the service for illegal purposes,10
"Users agree not to submit libelous, harassing or threatening content",20
The service does not guarantee that software errors will be corrected,50
Any liability on behalf of the service is only limited to the fees you paid as a user,10
The service does not guarantee accuracy or reliability of the information provided,10
This service does not guarantee that it or the products obtained through it meet the users' expectations or requirements,0
The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,50
Third-party cookies are used for statistics,10
"The court of law governing the terms is in Delaware, USA",0
Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,10
This service may use your personal information for marketing purposes,50
The service will not allow third parties to access your personal information without a legal basis,50
Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,10
This service informs users that its Terms of Service does not apply to third party websites,10
The service uses social media cookies/pixels,50
"The service may use tracking pixels, web beacons, browser fingerprinting, and/or device fingerprinting on users.",50
"If you are the target of a copyright claim, your content may be removed",15
This service still tracks you even if you opted out from tracking,30
"This service collects your IP address, which can be used to view your approximate location",0
This services gives no guarantee regarding quality,20
The service can delete your account without prior notice and without a reason,60
"If you live in the European Economic Area, your data is processed and stored in countries that are less friendly to user privacy protection",50
"Other applicable rules, terms, conditions or guidelines",0
The service promises to inform and/or notify users regarding government inquiries that may involve users' personal data,50
"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",50
This service gives your personal data to third parties involved in its operation,35
The service provides a complete list of all cookies set by its website,40
You are not being tracked,100
 Pseudonyms are allowed,20
IP addresses of website visitors are not tracked,50
You can access most of the pages on the service's website without revealing any personal information,60
No third-party analytics or tracking platforms are used,25
You can retrieve an archive of your data,40
Your personal data is not shared with third parties,50
There is a date of the last update of the agreements,50
The service does not guarantee that software errors will be corrected,50
You are responsible for maintaining the security of your account and for the activities on your account,10
This service does not guarantee that it or the products obtained through it meet your expectations or requirements,0
Your personal data is used for advertising,30
Google Analytics and Google Firebase Analytics are used for statistics,10
Your personal data is used to employ targeted third-party advertising,40
Your personal data is aggregated into statistics,10
The service claims to be GDPR compliant for European users,20
The service claims to be CCPA compliant for California users,20
The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection (Switzerland),50
You can opt out of targeted advertising,25
Your personal data is not sold,25
"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",30
The service is provided 'as is' and to be used at the users' sole risk,20
" Terms may be changed any time at their discretion, without notice to you ",70
Doodle has a no refund policy,50
This service has a no refund policy with some exceptions,40
You aren’t forced into binding arbitration in case of disputes,50
This service reserves the right to disclose your personal information without notifying you,50
A complaint mechanism is provided for the handling of personal data,30
Some personal data may be kept after the end of the data retention period or a request for erasure,70
This service does not guarantee that it or the products obtained through it meet your expectations or requirements,0
The service is provided 'as is' and to be used at the users' sole risk,20
There is a date of the last update of the agreements,50
 You are being tracked via social media cookies/pixels,50
This service is only available for use individually and non-commercially.,25
Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,10
The service is not responsible for linked or (clearly) quoted content from third-party content providers,50
The service does not guarantee accuracy or reliability of the information provided,10
"Instead of asking directly, this Service will assume your consent merely from your usage.",50
Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,10
You have the right to leave this service at any time,15
You waive your right to a class action.,50
You are forced into binding arbitration in case of disputes,50
"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",30
Third-party cookies are used for advertising,70
Your personal data is used to employ targeted third-party advertising,40
Your personal information is used for many different purposes,40
Information is gathered about you through third parties,50
Extra data may be collected about you through promotions,50
Details are provided about what kind of information they collect,30
Blocking first party cookies may limit your ability to use the service,50
"Your IP address is collected, which can be used to view your approximate location",0
Your biometric data is collected and without necessarily your explicit consent,30
"You should revisit the terms periodically, although in case of material changes, the service will notify",50
Your Personal data may be sold unless you opt out,60
"Per the service's terms, you may not express negative opinions about them",40
This service still tracks you even if you opted out from tracking,30
"The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (New York, USA)",50
Information is provided about how your personal data is used,30
"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",60
You have a reduced time period to take legal action against the service,50
Your account can be deleted without prior notice and without a reason,60
This service receives your precise location through GPS coordinates,45
Your personal data may be used for marketing purposes,50
Many different types of personal data are collected,70
You can opt out of targeted advertising,25
 The service is only available in some countries approved by its government,20
"You are tracked via web beacons, tracking pixels, browser fingerprinting, and device fingerprinting",50
Your personal data may be used for marketing purposes,50
Your personal data is used for advertising,30
This service tracks which web page referred you to it,50
There is a date of the last update of the agreements,50
"You agree not to submit libelous, harassing or threatening content",20
"Your IP address is collected, which can be used to view your approximate location",0
"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages",25
The posting of pornographic content is prohibited,15
Instructions are provided on how to submit a copyright claim,10
This service is only available to users over 18 years of age,15
The service is provided 'as is' and to be used at your sole risk,20
You are responsible for maintaining the security of your account and for the activities on your account,10
Specific content can be deleted without reason and may be removed without prior notice,50
You must provide your identifiable information,80
"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",60
This service is only available for use individually and non-commercially.,25
You must report to the service any unauthorized use of your account or any breach of security,10
Content you post may be edited by the service for any reason,70
"Instead of asking directly, this Service will assume your consent merely from your usage.",50
Your account can be deleted without prior notice and without a reason,60
A license is kept on user-generated content even after you close your account,50
Third parties used by the service are bound by confidentiality obligations,20
The service claims to be CCPA compliant for California users,20
The service claims to be GDPR compliant for European users,20
Your personal data is aggregated into statistics,10
Some personal data may be kept after the end of the data retention period or a request for erasure,70
Your data may be processed and stored anywhere in the world,25
Your personal data is used to employ targeted third-party advertising,40
Third-party cookies are used for advertising,70
This service reserves the right to disclose your personal information without notifying you,50
Third-party cookies are used for statistics,10
Your personal data is not sold,25
"You can request access, correction and/or deletion of your data",50
The service will only respond to government requests that are reasonable,30
The service has non-exclusive use of your content,10
The publishing of personally identifiable information without the owner’s consent is not allowed,0
Your profile is combined across various products,50
Many different types of personal data are collected,70
"You are tracked via web beacons, tracking pixels, browser fingerprinting and device fingerprinting",50
Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,50
" Terms may be changed any time at their discretion, without notice to you ",70
Any liability on behalf of the service is only limited to the fees you paid as a user,10
You are forced into binding arbitration in case of disputes,50
This service assumes no liability for any losses or damages resulting from any matter relating to the service,50
This service gives your personal data to third parties involved in its operation,35
Information is gathered about you through third parties,50
"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",50
Your personal information is used for many different purposes,40
There is a date of the last update of the agreements,50
The court of law governing the terms is in Switzerland,0
"Other applicable rules, terms, conditions or guidelines",0
The service informs users that its privacy policy does not apply to third party websites,10
The service does not guarantee accuracy or reliability of the information provided,10
" Terms may be changed any time at their discretion, without notice to the user ",70
Third-party cookies are used for statistics,10
The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection.,50
This service assumes no responsibility and liability for the contents of links to other websites,50
The service's data retention period is kept to the minimum necessary for fulfilling its purposes,50
The service uses social media cookies/pixels,50
Blocking first party cookies may limit your ability to use the service,50
"Users are responsible for any risks, damages, or losses they may incur by downloading materials",50
The service can delete specific content without reason and may do it without prior notice,50
The user is informed about security practices,15
"This service collects your IP address, which can be used to view your approximate location",0
This Service provides a list of Third Parties involved in its operation.,20
The service warns you of the potential consequences related to third-party access,30
The service's data retention period is kept to the minimum necessary for fulfilling its purposes,50
There is a date of the last update of the agreements,50
This service is only available to users over a certain age,15
This service gathers information about you through third parties,50
"You can request access, correction and/or deletion of your data",50
The court of law governing the terms is in France,0
Your personal data is aggregated into statistics,10
You must provide your identifiable information,80
The service can suspend your account for several reasons,15
The service uses your personal data for advertising,30
A complaint mechanism is provided for the handling of personal data,30
They may stop providing the service at any time,40
This service can delete your content if you violate the terms,50
Blocking first party cookies may limit your ability to use the service,50
Personal information that is shared outside its jurisdiction is processed according to the original jurisdiction’s data protection standards,60
You can limit how your information is used by third-parties and the service,50
This service tracks you on other websites,60
The service uses social media cookies/pixels,50
This service may use your personal information for marketing purposes,50
Tracking via third-party cookies for advertising,70
This service reserves the right to disclose your personal information without notifying you,50
"Per the service's terms, users may not express negative opinions about them",40
The service allows you to use pseudonyms,20
This service may keep personal data after a request for erasure for business interests or legal obligations,70
This service does not condone any ideas contained in its user-generated contents,35
" Terms may be changed any time at their discretion, without notice to the user ",70
Your profile is combined across various products,50
This service gives your personal data to third parties involved in its operation,35
The service has non-exclusive use of your content,10
Third parties are involved in operating the service,0
This service assumes no liability for unauthorized access to your personal information,30
This service can license user content to third parties,50
Your data may be processed and stored anywhere in the world,25
"This service employs third-party cookies, but with opt-out instructions",5
The service collects many different types of personal data,70
"You can request access, correction and/or deletion of your data",50
 You are being tracked via social media cookies/pixels,50
"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",50
Third-party cookies are used for statistics,10
"[UK] You agree not to submit libelous, harassing or threatening content",20
[UK] You are prohibited from posting content which promotes violence or politically or religiously extremist values.,20
[UK] There is a date of the last update of the agreements,50
[UK] Your personal data may be used for marketing purposes,50
[UK] The court of law governing the terms is in England,0
[UK] This service has a no refund policy with some exceptions,40
[UK] Any liability on behalf of the service is only limited to the fees you paid as a user or £100,10
[UK] This service assumes no liability for any losses or damages resulting from any matter relating to the service,50
"[UK] Your IP address is collected, which can be used to view your approximate location",0
"[UK] You should revisit the terms periodically, although in case of material changes, the service will notify",50
[UK] Information is gathered about you through third parties,50
[UK] This service gives your personal data to third parties involved in its operation,35
[UK] Your account can be suspended for several reasons,15
[UK] Your personal data is used for advertising,30
[UK] Some personal data may be kept after the end of the data retention period or a request for erasure for analytics purposes,70
[UK] Your personal data is not sold,25
[UK] You can opt out of promotional communications,10
[UK] Many different types of personal data are collected,70
[UK] Your data may be processed and stored anywhere in the world,25
[UK] This service shares your personal data with third parties that are not involved in its operation,70
[UK] Content you post may be edited by the service for any reason,70
Third-party cookies are used for advertising,70
The service can sell or otherwise transfer your personal data as part of a bankruptcy proceeding or other type of financial transaction.,50
They may stop providing the service at any time,40
You can request access and deletion of personal data,50
The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection (UK),50
There is a date of the last update of the terms,50
This service tracks which web page referred you to it,50
"Your IP address is collected, which can be used to view your approximate location",0
Your personal data is used to employ targeted third-party advertising,40
This service may use your personal information for marketing purposes,50
This service gives your personal data to third parties involved in its operation,35
Your profile is combined across various products,50
You can opt out of promotional communications,10
Your content can be deleted if you violate the terms,50
This service shares your personal data with third parties that are not involved in its operation (ensurance and advertising companies),70
Alternative accounts are not allowed,30
You can retrieve an archive of your data,40
Third-party cookies are used for statistics,10
You are tracked via web beacons and tracking pixels,50
"Per the service's terms, you may not express negative opinions about them",40
This service is only available to users over a certain age,15
The service can suspend your account for several reasons,15
This service is only available for use individually and non-commercially.,25
The service does not guarantee accuracy or reliability of the information provided,10
Your content can be distributed through any media known now or in the future,50
You maintain ownership of your content,50
Extra data may be collected about you through promotions,50
Sensitive data is collected and shared to target advertising,50
Private messages can be read (but not employed for advertising),70
Many different types of personal data are collected,70
The service has non-exclusive use of your content,10
"The service may change its terms at any time, but the user will receive notification of the changes.",0
The data retention period is kept to the minimum necessary for fulfilling its purposes,50
"Users are not allowed to use pseudonyms, as trust and transparency between users regarding their identities is relevant to the service.",10
Your data may be processed and stored anywhere in the world,25
The service claims to be CCPA compliant for California users,20
Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,0
Your content can be distributed through any media known now or in the future,50
The service has non-exclusive use of your content,10
Details are provided about what kind of information they collect,30
User accounts can be terminated after having been in breach of the terms of service repeatedly,50
"Your IP address is collected, which can be used to view your approximate location",0
You are responsible for maintaining the security of your account and for the activities on your account,10
 You are being tracked via social media cookies/pixels,50
